content,label,cluster
#文旅资讯##双城记#【百万市民免费互游、十大自驾游精品线带你畅游川渝】推动成渝地区双城经济圈建设，离不开巴蜀文化旅游走廊文化旅游市场共推共享，共同发展。今（16）日上午，在重庆南岸区南滨路弹子石广场、成都太古里两大城市地标，川渝两地文旅人同步开启了“巴蜀文化旅游走廊自由行”活动。活动更有“川渝精品旅游景区门票大放送”、发布川渝自驾游十大精品线路等环节！戳文章了解具体景区门票优惠及线路信息↓↓↓http://t.cn/A6ADn1if,0,833
美国高二的数学... 请用一句话概况你的感受！❤推荐关注@笑死偶了,1,834
各位同胞们注意了，最近内地拐卖份子阵地转移到西藏了，他们利用藏族人的同情心，通过问路或迷路等方式，拐走中小学女生，西藏各地已发生失踪女学生多起，希望我们政府注重这些问题，警力转移到这些事上，充分利用各路的检查站，让犯罪分子有来无回！不要赞，请转发。 ,1,835
六工段化工厂爆炸，年底了大家注意防范！ 杭州 酒醉为红颜1988的微博视频 ,1,836
央视女记者继续着有关“幸福”的采访，随机采访到了@于建嵘 于教授，“请问您幸福吗？”，于教授放下手中的针线活，抬头看了女记者一眼，原来是自己多年未见的梦中情人—小芳，于教授流下了幸福的眼泪，“傻瓜，能被你采访到就是幸福。”两个人哭的梨花带雨的抱在了一起！ ,1,837
#美共和党议员要求推特封禁中国账户#封吧中国人的账户基本在推特不能说话都一发言就封号。微博上应该把美分公知🐶的账号全部封了先把洛杉矶房东Kevin在纽约封了？,0,334
【港媒：马云投资移民香港 明年入籍】中国资本市场失去了阿里巴巴，中国大陆失去了马云。O港媒：马云投资移民香港 明年入籍 ,1,838
国家体育总局召开全国青少年体育工作会议，国家体育总局副局长赵勇在会议上谈到了国足中国杯0-6惨败给威尔士的比赛。赵勇：输给威尔士的不是国家队，而是杂牌军。队员来自中超各大俱乐部，大家在联赛里你打我，我打你，怎么能指望他们团结？以后除了参加奥运比赛外，所有的中国之队都是国家集训队。,0,839
[爱心传递][爱心传递][爱心传递]感动又被萌翻，地震发生时，一只害怕的熊猫死死地抱住警察叔叔的腿。#众志成诚、抗震救灾、雅安加油#[爱心传递][爱心传递]爱心传递！为雅安祈福！ ,1,424
[冰雪奇缘艾莎][猩红女巫]【微软否认将关闭WindowsLive游戏服务称不放弃PC平台！】早先有传闻称，微软因将游戏业务的工作重心放在了Xbox上，因此会在今年7月结束其PC平台WindowsLive的游戏服务。6月23日，微软官方对该传闻进行了回应，明确否认了该传言，并表示他们会继续支持WindowsLive的游戏服务。#堡垒之夜##斗鱼全程直播2020LPL#http://t.cn/z8qCFnU,0,840
【京HL2021 想火就帮帮你喽】北京，一名外国大姐挡在一辆驶入非机动车道的京HL2021车前，微笑着劝说司机回到机动车道去，司机先是鸣喇叭，再谩骂，后推搡，要老外让开，老外坚持着不让。司机最后夺过自行车丢在了路边，在非机动车道上扬长驶去。围观的国人在边上笑看不知所措的外国大姐.....,1,163
四川金沙江大桥垮了!最让官方伤心的是这桥太不争气，居然在没车的时候垮!这还了得，以前桥垮都是车子压的，千真万确是车子压的!桥的质量没有问题。这回没车!尼玛，坑爹啊，太难为专家们了，怎么办呢?是地球引力，还是干湿差异?要么告诉老百姓，大桥轻信世界末日谣言，它自杀了......,1,841
微软关闭公司PBX电话交换机平台转而采用微软自己的Teams软件微软关闭公司PBX电话交换机平台转而采用微软自己的Teams软件,0,842
[猫扑大杂烩]武汉女环卫工怕费鞋赤脚扫积水 每年长4个月冻疮。她叫陈素珍，今年55岁。事实上，几乎凡遇有积水，15年来她都会打赤脚扫，即便在寒风刺骨的冬天，她亦如此。她说，这样“不坏鞋”，而她的鞋，全部都是地摊上买来的二手货，最贵的一双才20块钱......原帖：http://t.cn/zTOtMHz,0,843
不知是真是假，埃航坠毁时候的视频拍摄。愿逝者安息🙏 iAcro-裤裆老爷的秒拍视频 ,1,844
贵州省剑河县地震后路况。 ,1,845
中国电信5GSA规模商用，截至目前，累计开通超过32万个5G站点，覆盖300多个城市，已建成全球最大的共建共享5G网络，同时，中国电信聚焦客户细分领域，打造5G定制网。此外，中国电信还发布了《云网融合白皮书》、科技创新行动计划等，在“云终端计划”中，推出了999元的5G云手机……...全文,0,27
#武汉两份进口冷链食品外包装检测阳性#【武汉市在巴西进口冷冻猪肉和乌拉圭进口冷冻牛肉外包装上检出新冠病毒核酸阳性】12月5日，武汉市疾控部门按照武汉市关于“对进口冷链食品检测全覆盖”的要求，对洪山区昌晶冷链仓储中心进口食品进行常规新冠病毒核酸监测检测时，发现巴西进口冷冻猪小里脊...全文,0,27
#微信收费标准#已曝光，大概7月1号执行：文字信息5分/条，语音信息1毛/条。在央企三大通信商和工信部压力之下，马哥最终无奈没顶住。这样搞垄断，真的无耻到家，流量费我们没花钱吗？！我已准备做好投入talkbox阵营，大家有啥想法？！ ,1,846
请大家转发！社会车辆让出成雅高速！留出道路给救援队医院和部队车辆，黄金72小时！时间就是生命！PS：照片是雅安现场 ,1,146
小伙子拒绝与孕妇换铺位引发冲突被拘留 各位怎么看 ,1,847
据说这是广东经典名菜：三叫。刚出生的老鼠仔，直接生吃！当筷子夹起来的时候老鼠仔会叫一声；沾酒的时候会再叫一声；送进嘴里的时候会再惨叫一声！！想不想试试？,1,848
【#武汉在巴西和乌拉圭冻肉包装上检出病毒#】据武汉卫健委，12月5日，武汉市疾控部门按照武汉市关于“对进口冷链食品检测全覆盖”的要求，对洪山区昌晶冷链仓储中心进口食品进行常规新冠病毒核酸监测检测时，发现巴西进口冷冻猪小里脊肉和乌拉圭进口冷冻去骨牛肉包装样本上各有1份检测结果呈阳性。市区...全文,0,27
【人没有能活到一万岁的？[阴险]】不信谣、不传谣的谈二苟，你还好吗？[酷],1,849
【 动物保护法Q群-铲除三家狗肉馆！】374972491群友战天风经验: 见到狗肉馆，请拨打12331〈 国家食品药品监督管理局〉举报: 出售未经检验检疫的动物食品！狗属于兽类，狗肉馆涉嫌没有经营许可证！已经告倒三个狗肉馆了！重新开业的再次举报！ 新发现的正在举报！ ,1,850
【政协委员提议恢复大清王朝】广州政协委员金复新表示：准备走遍中国收集100万人签名，向全国人大请愿，恢复清皇室。为彰显龙裔身份，其日常用品、服装更是非黄色不选，并日夜盼望能住进故宫。评：这建议不错。。终于有人反对了。。http://t.cn/zW5573c @杨锦麟 @作家-天佑 @袁裕来律师 @阅读社会,1,227
白岩松：任何一个单位，只要到了强调考勤、打卡，一定是它走下坡路的|白岩松：任...,0,851
#超凡蜘蛛侠2#【中文】预告出炉，配乐恢弘，场面震撼，惊喜不断。三大反派犀牛人、小绿魔、电光人将与蜘蛛侠一决高下。3D版制作使用了第一人称视角，带观众跟随蜘蛛侠的辗转腾挪，一起体验上天入地的视觉快感。本片配乐由音乐大师汉斯·季默与菲董PharrellWilliams联手打造！http://t.cn/8kVNVBi,0,852
广州市二十一中学要火！！！该校一国际部外教老师在朋友圈晒了一张图。图片显示，在一堆避孕套之上放着一张该外教的老师证明，配文：Teachin in China看来他工作水平不咋地，但生活很“性”福…大家扩散一下啊！看看怎么处理这狗屎！是不是可以像 #香港市民暴打黑衣人# 那样暴打丫一顿后直接遣返？,1,853
转发照片//@切菜达人: #大黄鸭坚强#原来是这样，躲过天灾，过不了人祸。哎。。。。。。 O网页链接 (免费下载O网页链接 ) ,1,173
【女医生受到病患家属的暴力袭击脸部受伤流血脑震荡行凶者却逃之夭夭】对于湖南省人民医院呼吸内科的医生来讲，2016年12月9日注定是令人悲愤的一天！科室杨主治医师是一个弱小女子，一个认真负责的女医生，工作多年一直深受患者喜爱，具有很多年临床经验的高年资主治医生受到无理取闹家属的暴力袭...展开全文c,0,53
#孝感身边事#【安陆恒泰广场门口发生一起车祸】网友爆料今天晚上，恒泰门口发生一起车祸，现场一疑似学生伢倒地不起，摩托车以及碎片都散落在不远处！掌上安陆的...,0,854
华西都市报记者9日从林森浩家人处获悉，林森浩的死刑复核已出结果，最高法已下发核准林森浩死刑的裁定书。,0,855
"洛阳母亲裸体站在法院警车上哭喊“苍天啊”催人泪下 - 任伟民:【洛阳母亲裸体站在法院警车上哭喊“苍天啊”催人泪下!】3月20日,洛阳市一约50岁裸女站在一辆法院的车上大喊“苍天啊”。现场聚集上千人,西苑路全堵塞。本地论... O网页链接 ",1,173
【车辆请绕行！#花果园金融街道路半封闭施工#】3月17日，记者从贵阳市交管局南明区分局获悉，为配合地铁三号线松花路站施工建设，3月17日9时起已对金融街供水主干道进行迁改，施工时间将持续24时。据贵阳市交管局南明区分局七中队民警任海介绍，施工期间，中山南路金融街路段半封闭施工，原来除施工...全文,0,27
【通化的杨佳】2006年9月24日深夜，杀猪屠户石悦军手提一把杀猪刀踢开通化县二密镇畜牧站副站长王玉良家大门，一阵砍杀，副站长王玉良一家四口人被灭门，五天内，连杀官员干部7死6伤。石悦军的肉摊被三天两头收取名目繁多的罚款、税费，却又从来不给他一个说法，石悦军拿起杀猪刀给自己讨一个说法！,1,856
【亿欧&amp;中国科学院：2020中国硬科技创新白皮书（附下载）】硬科技是事关国家发展的关键技术，是国家经济创新发展的基石。白皮书从硬科技发展现状、硬科技发展态势、硬科技应用于发展协同、硬科技发展前景展望四大方面，对中国硬科技创新发展进行了多方面解读，并通过城市硬科技创新指标，对中国38个城...全文,0,88
【fnnews】张根硕21日下午因日本行程经金浦机场出国.,0,857
刚才和我的好朋友、台湾欧姓艺人通了一个电话，特意了解了一下，“你真的不要那样说啦！我真的知道啦，润东的‘國語’课程从小学到中学，一直是第一名的啦！大家都是很好的朋友，你那样他会红的啦！”.......润东，我相信你这次的稿费.....是没有的了！@笑话大王彭彭 ,1,858
#习主席出席巴黎大会#【习近平会见奥巴马强调中美要牢牢把握构建新型大国关系正确方向】30日习近平在巴黎会见奥巴马时强调，中美两国应坚持不冲突不对抗、相互尊重、合作共赢原则，从双边、地区、全球各个层面推进两国务实交流合作。双方要共同努力，确保两国关系继续健康稳定发展。(央视记者王宇波),0,859
【2015科幻惊悚片《非凡》】整体酷似年初好评如潮的那部《机器姬》，科学家、人工智能与外来探访者的故事，低成本，小格局，悬念出彩，探讨科技伦理，涵义丰富，结局大翻转更引人思辨，非常良心的独立硬科幻，重新探讨了那个古老的科技命题：机器人可以具有人性吗？在线：http://t.cn/RUOmLdd,0,860
【中国人怎么就这么聪明呢？】烟台公园收费板凳，坐前投币，钉子就会下去....http://t.cn/zWhuG3P,1,861
【清华大学高材生甘当月薪两千保安】91年他是长沙县高考理科状元；96年他是清华大学优秀毕业生；00年他是广州外企的高薪白领……现在，他是长沙马王堆陶瓷市场的一名保安，毕业17年没参加过同学会“我不是怀才不遇，只是当梦想与现实发生激烈碰撞时，选择安于现状。”三湘都市报http://t.cn/8DsqX7z,0,862
【拼假攻略已经来了！[奥特曼]】4种拼假攻略可供选择：①清明拼假：4月2日-10日休息，4月5日-8日年假；②五一拼假：4月30日-5月8日休息，5月3日-6日年假；③端午拼假：6月4日-12日休息，6月6日-8日及12日年假；④中秋拼假：9月10日-18日休息，9月12日-14日及18日年假。转！[推荐],0,141
#正能量#【“希望我的血能帮陌生人延续生命”[赞]】每天早晨，沈菊芳都穿着志愿者的红马甲，骑自行车穿梭于大街小巷，车筐里放着献血资料，不管走到哪儿她都会给大家讲解献血知识。她说：“我身体里淌过陌生人的血，也希望我的血能帮陌生人延续生命”。,0,863
小官巨贪：一县级公安局局长家搜出1亿现金 昆明市官渡区公安分局局长被媒体曝光“小官大腐”经官方证实，昆明市官渡区政府副区长、官渡公安分局局长韩玉彪因涉嫌重大职务犯罪，被昆明检察院查办。 官渡分局人士透露，韩玉彪因涉嫌重大职务犯罪，被昆明检察院查办。昆明市公安局相关人士证实了上述信息 ,1,864
【天猫“双11”第一个小时战绩单↓↓】①第一个小时战绩247.7亿；②无线成交占比依然维持在73%的高位，包裹数量已达到1.14亿个；③目前国内剁手族排名为广东、浙江、江苏。④阿里巴巴集团CEO张勇介绍说，支付笔数在30分钟后依然保持在每秒3万笔以上，整个消费者的消费行为已转移到移动互联网。,0,865
【凉凉，微软计划关闭Windows10UWP应用广告收益平台】微软在MSDN上宣布，他们将于2020年6月1日关闭用于WindowsUWP应用的MicrosoftAdMonetization平台。……详情点击：凉凉，微软计划关闭Windows10UWP应用广告收益平台,0,866
求辟谣！求人肉！这是真的吗？这个政协委员是谁推上去的？她代表了谁？还要九亿农民活吗？农民的娃儿在她眼里竟然如此吗？ ,1,867
【老周误了快播】快播去年就差点出事，CEO王欣跟大家说，老周亲口跟他保证&quot;在部里有强关系&quot;，还说&quot;360要没老周老齐早关了&quot;！！后来王欣跟老周去了一趟北京，回来就开会说中国必须丛林法则不擦边球不行--其实要早点认错，快播不会这么惨的。 O网页链接 ,1,663
#辟谣#幼儿园都发通知了，现在得白血病的小孩越来越多，妇幼保健院提示您，旺仔牛奶、爽歪歪、娃哈哈AD钙奶、未来星、QQ星、美汁源果粒奶优。都含有肉毒杆菌。现在紧急召回！有孩子的都转下！【小编收到一些妈妈的求助。询问真假。让我们来看一下这离奇的事件。特离奇！】 via.江宁公安在线 ,1,168
想你的夜，求你让我再爱你一遍，让爱再回到原点------关喆《想你的夜》（听好歌，记好词，关注@一句心动的歌词）,0,316
#习主席出席巴黎大会#【习近平抵达气候变化巴黎大会会场】巴黎当地时间上午，习近平主席抵达气候变化巴黎大会现场。巴黎大会预期将就2020年后应对气候变化国际机制问题达成协议，中方对巴黎大会成果表达了要坚持原则、全面均衡、引领方向和提供保障等期待。http://t.cn/RUeNOnq,0,868
#头号反腐快报#【“我爸是李刚”中箭落马】近日，河北省纪委通报：承德市委常委、常务副市长李刚涉嫌严重违纪违法，目前正在接受组织调查。4年前，坑爹儿子没有使他丢乌纱，反而使他扶摇直上，从保定市公安局北市区分局副局长一路升官发财，升任承德市副市长。欠人民的迟早都要还滴！ ,1,28
这是发生在重症隔离病房里，一个小朋友对医生说的话我不想让妈妈哭😭 不是晚一点，是你不会si的，加油，医护人员是不会让你si的，坚强，加油🙏[加油]#人生第一次我们这样过年##疫情结束后你最想干什么# 情感依梦的微博视频 ,1,209
孤独与寂寞区别，你究竟是孤独，还是寂寞？,0,869
海航厉害了，将成第一家旅客付费带宠物进客舱的国内航司做个小调查：您愿意跟宠物狗坐同一架飞机吗……,0,870
周孝正：98年，三名福建工人在以色列被炸死，以政府找到中国使馆商议赔偿处理后事，中使馆以三人是偷渡客为由不予理睬，以政府对此硬是一查到底，不远万里来到福建，把受害者骨灰交到家属手中、向三名受害者各赔70万美元。这批钱后来还被我们的政府收了每人18万的税！转。求证！@隆裕太后 @高会民,1,370
#看了就“知道”#【女人，你的四十岁会是什么样的？】在欧美许多文学影视作品里，四十岁的女人有自己的事业，自主、独立、注意保养、神采飞扬。但依循传统的东方女人，她们的生活半径常常是家庭-菜市场-小孩的学校三点一线，为家庭倾尽时间与精力。http://t.cn/RUnsMsp,0,871
焦点坊谈【英国女外教与多名未成年学生发生性关系，该如何定性？】 近日在广州，一名来自英国的女外教李老师，她的主要工作就是上门辅导学生外语，收费昂贵，也很受学生喜爱，然而这位外教老师的独门绝技竟然是英语成绩好就可以发生一次关系，由于被一名家长发现后报警，经过调查，发现还有5名学生有相同的经历。 这样的奖励方式，真的是闻所未闻，没想到一位收费昂贵的外语教师，竟然能够做出这种事情，实在是令人不齿。 本案中，李某的行为应该如何定性？ 焦微豫的微博视频,1,872
彭博经济学家评4月非农：疫情导致的停工逆转了10年来劳动力市场的增长势头；美国4月份裁员人数达到前所未有的2050万，推动失业率升至大萧条以来的最高水平，失业率预计将攀升至16%，本月还将进一步攀升，因为自4月中旬该报告公布以来，又有数百万人申请失业救济。,0,873
：【严正抗议联合国造谣】近日，联合国首次公布《全球幸福指数报告》，在被调查的156个国家中，北欧国家丹麦、芬兰、挪威分列前三，被认为是世界上最幸福的国家。我们伟大的复兴之路已走了62%的中国排名112位。再看看我们排名的左邻右舍。顿时，我感觉自己像一只长满毛的猴子在原始森林里觅食 ,1,28
#那一天#【徐志摩：毕生行径都是诗，随遇自有乐土】有人说他是柳三变和纳兰性德转世，有人说他是近现代诗坛的第一位“男神”。他就是徐志摩，1931年的今天，徐志摩因飞机失事罹难，时年36岁。他轻轻地走了，但他的文字却一直重重敲击着我们的内心。他的诗，你能背诵几首？戳图重温。[微风],0,874
【国务院：两年内实行股票公开发行注册制[话筒]】9日，国务院总理李克强主持召开国务院常务会议，会议通过《关于授权国务院在实施股票发行注册制改革中调整适用〈证券法〉有关规定的决定(草案)》。草案明确，在决定施行之日起两年内，授权对拟在上证所、深交所上市交易的股票公开发行实行注册制度。,0,22
五十多岁，离异，女儿自杀，房屋被拆除不是拆迁，没指望了，对政府不满。可能性格也比较爱专牛角尖，再加个也许车里有他的仇人。其实，我们好多人都在顶着压力苟活。没办法，,1,875
【郭美美出事了 廉政公署“威威”】摘 要：伯明翰主席杨家诚被香港警方抓走，罪名是巨额财产不明。更多消息还在进一步调查了解中。十字会郭会长挣的钱流到香港让杨家诚洗钱，郭美美出事了香港的廉政公署顺着这个线索把杨嘉诚挖出来了。http://t.cn/zjDxp27,1,876
【李克强：妥处分歧才能让10+1合作走得远】李克强总理21日在中国-东盟领导人会议上说，国家间交往有分歧不奇怪，关键是要看到我们的共同利益远大于分歧，对于分歧应加以妥善管控和处理。10+1合作要走得远、行得稳，要善于运用“和而不同”、“以和促解”的智慧，包容互鉴、合作共赢。,0,877
这两个女婴是被人贩子带上火车，后被乘警发现解救下来的，请大家帮忙转发，帮助两个女婴寻找亲生父母。（只需动动手，孩子就多一个机会！）,1,878
#乐山身边事#【3名男子在夹江非法电鱼，被抓后肠子都悔青了……】每年的3月到6月，长江流域天然水域禁渔4个月，禁止一切形式的捕捞作业。不过4月22日晚10点左右，夹江县公安局吴场派出所民警接到群众举报，有人在辖区金牛河非法电鱼。民警立即赶到现场，当场挡获非法电鱼人员易某、王某、黄某3人，并依法收缴电捕鱼器、捞网和胶桶等电鱼工具，以及野生鲫鱼、乌鱼、杂鱼等140多条。原来3人是附近眉山市东坡区思蒙镇人，在三洞镇和吴场镇种植折耳根，当天为了图好玩，就找了电鱼工具下河电鱼。最终，3人被公安机关依法刑事拘留。得知后果后，3人在看守所内后悔万分，有人甚至流下了悔恨的泪水。,0,879
通缉令下来了！不指望他们能变成好人，至少也要变成死人！近身格杀！立毙！ 我在这里:2顺义 ,1,880
#兰州身边事#【兰州大学生被民警暴力执法调查结果公布：情况属实！派出所所长等人停职】据@兰州榆中公安，经调查，网上情况属实。研究决定，对负有领导责任的和平派出所所长、教导员及分管和平派出所的县公安局副政委停止执行职务；对涉事民警宋冬冬、未得文先行采取禁闭措施，县纪检监…...展开全文c,0,53
【自行车比赛，终点前，前面对手爆胎了，你会怎么办？】近日，西班牙一场自行车赛，一位选手距终点300米时遭遇爆胎，观众都为他惋惜时，没想到，后面的选手却放慢速度，放弃超越！两人通过终点时，观众热烈鼓掌，赛后，爆胎选手想将奖牌交给放弃超车那位的选手，但被拒绝。[赞]http://t.cn/R4ybtFD,0,28
青海赛马会与汽车相撞视频实况，真正的“撞死马&quot;！一看那保安，就是故意开车捣乱的。 张庆炜导演的秒拍视频 ,1,663
#九江身边事#【瑞昌15岁男孩因不让玩手机离家出走，幸得民警热心帮助】10月16日，瑞昌市15岁男孩小柯（化名）因父亲不让他玩手机而负气离家出走，加上思念在外务工的母亲，一人离家出走欲从九江坐火车寻找母亲，由于没钱买车票流落在九江火车站附近。在九江公安警务服务站（火车站）民警的帮助下，父子俩也解开了心结。http://t.cn/RODETsQ,0,881
这位女士到美国一家沃尔玛买东西，遇到一名女子因不满排队结账等待时间过长，对年少的收银员破口大骂，她出面调节，才发现收银员背后的苦衷。。。“我们要感恩惜福，不要随意侮辱别人，因为你并不知道他经历了什么。”http://t.cn/R4hPlJR,0,882
【春天，何以满城尽带白毛絮？】春天到，飞絮飘，这其实是一场交媾盛会的结果。飘絮之前，杨柳树长条状外面还有毛的雄性生殖器官迎风飞舞，向未知送出了精子……而那雌花接受了不知源头的爱的礼物，结出了长着棉絮般的绒毛的种子：http://t.cn/zOWL2z2好像……前两天是419来的？,0,883
【中国大妈欲用陪睡换女儿通关被美国安局拘捕】中国55岁妇人杨红与在美留学的女儿乘搭法航从法国巴黎飞抵纽约肯尼迪国际机场时，涉嫌向关员提出性贿赂，好让携带共值16万美元（约合103万元人民币）未申报物品的女儿成功过关。杨红目前被美国国家安全局特工以海关欺诈罪拘捕。http://t.cn/R472zLl,0,884
@ @十月共和：无论那具标本是不是为母伸冤的人大25岁女学生李宁，在她母亲被死亡之后，在她被失踪之前，她说：“不要让我们老百姓连活着的权力都没有……如果有一天，我也被意外了，绝对不会是我轻生了……我只希望有个正常人的生活……”O网页链接 ,1,173
【涨疯了！#比特币突破6万美元#，18万人爆仓，马斯克却狂赚70亿】因为管不住自己的“大嘴巴”，全球首富、特斯拉CEO马斯克近日被一名股东告上法庭。这名股东称，马斯克持续发送“古怪”推文，给特斯拉公司造成至少数十亿美元的市值损失。马斯克虽然吃了官司，但作为比特币头号粉丝，他最近心情可能...全文,0,27
【芙蓉溪惊现男尸，死者被割喉挖肾】传闻，今天在黄家坝芙蓉溪附近，一位老大爷钓鱼时发现一具男尸，年龄二十岁左右，尸体开始腐烂。目前，绵阳师范学院正在清查在校男生数量。据说，死者被割喉挖肾！！！@平安绵阳 ,1,885
【听堂热评|川渝两地景区互送大礼是落实双城经济圈战略的具体体现】近日，“巴蜀文化旅游走廊自由行”活动正式启动。四川、重庆两地旅游景区互送大礼，分别面向川渝籍游客推出免费门票优惠措施。其中，四川省的100余家知名景区将为重庆市民提供60万张免费门票，重庆市则有73家旅游景区为四川籍游客提供60万张免费门票。巴山蜀水，无论从自然地理上还是文化意味上，本就是难以分割的一个整体。尤其在“成渝地区双城经济圈建设”上升为国家战略以后，川渝合作进入了战略引领、高位推动、全面深化的新阶段。上周刚刚召开的成都两会，向全市传递出政治强音——唱好“双城记”，夺取“双胜利”。中共中央、国务院在近日印发的《关于新时代推进西部大开发形成新格局的指导意见》中指出，拓展区际互动合作，促进成渝城市群协同发展，打造引领西部地区开放开发的核心引擎。建设巴蜀文化旅游走廊，两地市民免费互游百余家景区，是落实“唱好‘双城记’，夺取‘双胜利’”的重要载体和具体体现。一场大疫，使旅游行业遭到重创。后疫情时代，如何积聚“人气”，让包括旅游业在内的服务业尽快复苏从而促进经济的整体繁荣，成为两地面临的重要任务。早在4月22日，成都青羊区与重庆渝中区签订战略合作协议，推出了以“宽窄巷子-洪崖洞”为载体的首个巴蜀文化旅游共建项目，让这两个深入人心的网红打卡地成为推动巴蜀文化旅游建设的“先手棋”。此次活动推出的两地上百余景区，覆盖更广，影响更大，将进一步促进两地旅游业的深度合作和共同发展。川渝两地旅游景区互送大礼，向两地市民送出百余万张免费门票，也是旅游景区创新转型，破除“门票经济”依赖的契机。长期以来，各地景区普遍存在的“门票经济”模式使门票价格步步攀高，不仅被消费者广为诟病，而且也阻碍了旅游业自身的长远发展。一场大疫，客观上为各景区提供了一次“休养生息”的机会，更为景区管理者提供了一次反思“门票经济”思维的机会。门票和景区绝对不是旅游的全部，而是一个支点。充分利用这个支点，可以撬动诸多行业和领域的消费需求，有效带动相关产业发展。因此，观光旅游要向体验旅游转型，门票经济要向体验经济转型。此次两地景区互向川渝游客免收门票，就充分体现了这个思路。尽管此次免收门票仅对区域内游客，数量也有所限制，但这毕竟是一个可喜的开始。同唱“一台戏”，共下“一盘棋”。建设巴蜀文化旅游走廊，两地景区互送大礼，此举将有力推动成渝地区疫后经济回暖，助力旅游业创新转型，为讲好巴蜀文化故事、打造巴蜀文化品牌增添动力。（听堂FM-成都经济广播评论员苏川）,0,28
【恐怖新骗局】看的我汗毛都竖起来了，现在还有点怕！！！转给身边的盆友并且一定认真读完，否则真遇到就来不急了！！！[话筒](转),1,22
@青岛交通广播FM897 QQ群里朋友捡到粗心高考生的准考证，请相互转下，别耽误孩子考试。白娅倩，考点，市一中，考场013座号11.准考证号2024101311.请相互转发。联系电话，13830468131 @青岛早报 @青岛日报官方微博 ,1,886
【女教师讲述最火辞职信始末：早知道把字写得好看点】“世界那么大，我想去看看。”一封只有10个字的辞职信火了。当事人河南省实验中学女教师顾少强称，辞职是经过理性考虑，不希望引起盲目辞职风潮。“我会对未来的人生负责。首先不能饿死，肯定会想办法谋生。”http://t.cn/RAWoVnS,0,887
【马来西亚航空旧广告】 近日，马航旧广告在推特上被转疯了，其广告语是:“无论你去哪儿，都没有人会知道。”[生病][生病][生病],1,28
#临海或发生超历史性大洪水#房子都塌了，这该死的洪水 Christine29769的微博视频 ,1,888
#宋慧乔拒绝代言日本车#她在法国给韩国粉丝签名不给中国粉丝签名，之前有偷税风波不接代言怕被韩国人抓小辫子拒绝日本还可以赢一拨中国人的心和钱，微博太强大遮羞布都扯下来了……,0,889
【九种容易被淘汰的人！】①8小时外不学习的人②对新生事物视而不见的人③靠个人能力单打独斗的人④玻璃心、心理脆弱易受伤的人⑤技能单一，没特长的人⑥计较眼前，目光短浅的人⑦情商低下者⑧观念落后，知识陈旧的人⑨坐而论道，不善行动的人。（转）,0,890
@金锋-杨:确实不该踢那一腿。那一句脏话和飞起的一腿是一个绝佳的配合，目无法纪。执法者目无法纪，希望老百姓能守法！我想，在一个强者面前，他的腿是哆嗦的！//@面条脑袋: //@时事博报: 厉害！//@作家崔成浩:肯定是临时工！,1,891
何猷君否认奚梦瑶怀二胎，尊重一下他们吧，有些人别再无中生有了~,0,892
【华润深圳湾悦府夜间开盘秒光】华润深圳湾悦府南区今晚在深圳湾体育馆一层羽毛球馆开盘。本次开盘现场将采用公开摇号方式选房，仅限买房本人一人签到，开盘均价12万一平。据最新传回消息，现场2000人抢300套房，所有房源开盘秒光。,0,893
她是一个14月大的小女孩，一场大火的生还者。上身达到95%的烧伤。属于重度烧伤。器官功能完全丧失，需特殊医疗依赖及完全护理依赖方可维持生命。需花费医疗费用五十万，急需好心人捐款帮助，每转发一次孩子的父母就可以得到3分钱的支助。有爱心的网友请动动宝贵的手指转一下。 ,1,894
【关于12306的手机双向验证，权威解释来了！】12306今天提示，请在12月3日前完成双向验证。@中国铁路官方就此发权威解释：12月3日并不是截止日期，自第一次购票当天起3天内，旅客在方便时间内随时可核验手机。同时在这3天中未核验仍可购票，3天后购票须通过手机核验。,0,895
自来水公司上门检查发现用户使用了近7个月的中水，自如回应将涉事公司剔除出供应商序列并永不合作，后续将与相关租客沟通补偿方案。大家平时租房是喜欢和房东租，还是找二手房东公寓？超级Leo_的微博投票,0,896
【三星赔偿苹果10亿美元：5分硬币装满30辆卡车[多图]】满载5美分硬币的30辆卡车抵达苹果位于加利福尼亚的总部。一开始，苹果安保说卡车停错了地方，几分钟后，蒂姆-库克接到三星总裁的电话，后者说这就是三星给苹果的10亿赔偿金。整整200亿枚5分硬币，运输公司希望这周可以运完。http://t.cn/zW1SWTp,1,897
中央电视台《焦点访谈》播出， 可口可乐承认旗下(果粒橙)含有美国禁用农药「多菌灵」，多菌灵可致脑麻痺、肝脏腫瘤等癌症。包括香港正在销售的（果粒橙），香港食环署正在了解此事件。 专家指出，（多菌灵）跟其他农药一样，对脑部影响最大，可引致局部麻痹，并会导致癌症。 [怒]请转走，让更多人知道,1,898
#爱奇艺遭美国证监会调查#身正不怕影子斜，可关键是不正,0,0
#新闻看点#3月31日，买车网Buycar日前获悉，路虎官方发布了一款路虎揽胜SVA定制版的官图，此次发布的定制版，相比于国内在售的版本，还要更加独特。相比于揽胜SVA巅峰创世加长版，揽胜SVAutobio...独特至上路虎揽胜SVA定制版官图发布,0,899
